Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота; Начальная (максимальная) цена контракта ;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№32514761106;Прочие;Поставка товара;;;1;Поставка товара; 233 320.00   ;RUB;;;;;"22.29.29.190: Изделия пластмассовые прочие, не включенные в другие группировки; 22.19.60.190: Предметы одежды и ее аксессуары из вулканизированной резины, кроме твердой резины (эбонита); 30.11.50.150: Буи и бакены";"22.29.29.190: Изделия пластмассовые прочие, не включенные в другие группировки; 22.19.60.190: Предметы одежды и ее аксессуары из вулканизированной резины, кроме твердой резины (эбонита); 30.11.50.150: Буи и бакены";"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ЗАКАЗЧИК"" ПИОНЕРСКОГО ГОРОДСКОГО ОКРУГА";;18.04.2025;18.04.2025;Закупка завершена;;18.04.2025;;
223-ФЗ;№32514807560;Закупка у единственного поставщика (подрядчика, исполнителя);"Поставка товара для нужд структурного подразделения ГАУ КО ""Центр ""Развитие""";;;1;"Поставка товара для нужд структурного подразделения ГАУ КО ""Центр ""Развитие"""; 178 866.00   ;RUB;;;;;"30.12.19.120: Суда спортивные прочие; 32.30.13.190: Снаряжение для водного спорта прочее";"30.12.19.120: Суда спортивные прочие; 32.30.13.190: Снаряжение для водного спорта прочее";"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КАЛУЖСКОЙ ОБЛАСТИ ""ЦЕНТР ОРГАНИЗАЦИИ ДЕТСКОГО И МОЛОДЕЖНОГО ОТДЫХА ""РАЗВИТИЕ""";;30.04.2025;30.04.2025;Закупка завершена;;30.04.2025;;
223-ФЗ;№32514666637;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка товара: лодка байдарка К-4;;;1;Поставка товара: лодка байдарка К-4; 2 300 000.00   ;RUB;;;;;30.12.19.130: Лодки гребные;30.12.19.130: Лодки гребные;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ИМ. Я.И. РЫЖКОВА""";;27.03.2025;28.03.2025;Закупка завершена;;27.03.2025;04.04.2025;
223-ФЗ;№32514691405;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;"Поставка швертботов, тележек для перевозки швертботов, чехлов для швертботов для нужд ГАУДОМО ""МОСШОР""";;;1;"Поставка швертботов, тележек для перевозки швертботов, чехлов для швертботов для нужд ГАУДОМО ""МОСШОР"""; 1 424 000.00   ;RUB;;;;;30.12.11.110: Суда парусные (кроме надувных) прогулочные со вспомогательным двигателем или без него;30.12.11.110: Суда парусные (кроме надувных) прогулочные со вспомогательным двигателем или без него;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ МУРМАНСКОЙ ОБЛАСТИ ""МУРМАНСКАЯ ОБЛАСТНАЯ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА""";;01.04.2025;01.04.2025;Закупка завершена;;01.04.2025;07.04.2025;
223-ФЗ;№32514784357;Прочие;Право заключения договора на поставка дежурной надутой шлюпки ПК/PD-380 (или аналог).;;;1;Поставка дежурной надутой шлюпки ПК/PD-380 (или аналог).; 488 500.00   ;RUB;;;;;30.12.19.141: Шлюпки спасательные;30.12.19.141: Шлюпки спасательные;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛАКОВСКАЯ АЭС-АВТО""";;24.04.2025;06.05.2025;Закупка завершена;;24.04.2025;19.05.2025;
223-ФЗ;№32514641901;Прочие;Право заключения договора на поставка машины самоходной многофункциональной «Botsman М250» в комплекте с навесным оборудованием и комплектующими;;;1;Поставка машины самоходной многофункциональной «Botsman М250» в комплекте с навесным оборудованием и комплектующими; 11 826 666.66   ;RUB;;;;;30.11.50.190: Конструкции плавучие прочие, не включенные в другие группировки;30.11.50.190: Конструкции плавучие прочие, не включенные в другие группировки;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОЛГОДОНСКАЯ АЭС-СЕРВИС""";;21.03.2025;31.03.2025;Закупка завершена;;21.03.2025;07.04.2025;
223-ФЗ;№32514693962;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Приобретение качественного спортивного оборудования для отделения гребли на байдарках и каноэ;;;1;Приобретение качественного спортивного оборудования для отделения гребли на байдарках и каноэ; 1 216 666.66   ;RUB;;;;;30.12.19.130: Лодки гребные;30.12.19.130: Лодки гребные;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ГОРОДА ШАТУРА""";;01.04.2025;01.04.2025;Закупка завершена;;01.04.2025;15.04.2025;
223-ФЗ;№32514618713;Прочие;Приобретение коллективных спасательных средств;;;1;Приобретение коллективных спасательных средств; 3 318 962.00   ;RUB;;;;;30.11.5: Конструкции плавучие прочие (включая плоты, понтоны, кессоны, дебаркадеры, буи и бакены);30.11.5: Конструкции плавучие прочие (включая плоты, понтоны, кессоны, дебаркадеры, буи и бакены);"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРРЕЧФЛОТ""";;15.03.2025;15.03.2025;Закупка завершена;;15.03.2025;24.03.2025;
223-ФЗ;№32514444847;Прочие;Приобретение лодки байдарки K-1 Nelo Cinco Vanquish P24 SCS;;;1;Приобретение лодки байдарки  K-1 Nelo Cinco Vanquish P24 SCS; 810 000.00   ;RUB;;;;;30.12.19.130: Лодки гребные;30.12.19.130: Лодки гребные;"АВТОНОМНОЕ УЧРЕЖДЕНИЕ ОМСКОЙ ОБЛАСТИ ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНОЙ ПОДГОТОВКИ""";;27.01.2025;27.01.2025;Закупка завершена;;27.01.2025;29.01.2025;
223-ФЗ;№32514421080;Закупка у единственного поставщика (подрядчика, исполнителя);строительство коробки плавучего причала (изделие № 5);;;1;строительство коробки плавучего причала (изделие № 5; 3 100 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;17.01.2025;17.01.2025;Закупка завершена;;17.01.2025;;
223-ФЗ;№32514480487;Закупка у единственного поставщика (подрядчика, исполнителя);строительство коробки плавучего причала (изделие № 6);;;1;строительство коробки плавучего причала (изделие № 6); 3 100 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;05.02.2025;05.02.2025;Закупка завершена;;05.02.2025;;
223-ФЗ;№32514705966;Закупка у единственного поставщика (подрядчика, исполнителя);строительство коробки плавучего причала (изделие №10);;;1;Строительство коробки плавучего причала без надстройки (изделие №10); 3 100 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;03.04.2025;03.04.2025;Закупка завершена;;03.04.2025;;
223-ФЗ;№32514538434;Закупка у единственного поставщика (подрядчика, исполнителя);строительство коробки плавучего причала (изделие №7);;;1;строительство коробки плавучего причала (изделие №7); 3 100 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;21.02.2025;21.02.2025;Закупка завершена;;21.02.2025;;
223-ФЗ;№32514651995;Закупка у единственного поставщика (подрядчика, исполнителя);строительство коробки плавучего причала (изделие №9);;;1;Строительств коробки плавучего причала (изделие №9) ; 3 100 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;25.03.2025;25.03.2025;Закупка завершена;;25.03.2025;;
223-ФЗ;№32514967809;Закупка у единственного поставщика (подрядчика, исполнителя);Строительство коробки плавучего причала без надстройки (изделие №12);;;1;Строительство коробки плавучего причала без надстройки (изделие №12); 3 100 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;23.06.2025;23.06.2025;Закупка завершена;;23.06.2025;;
223-ФЗ;№32514968173;Закупка у единственного поставщика (подрядчика, исполнителя);Строительство коробки плавучего причала без надстройки (изделие №13);;;1;Строительство коробки плавучего причала без надстройки (изделие №13); 3 100 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;23.06.2025;23.06.2025;Закупка завершена;;23.06.2025;;
223-ФЗ;№32514560205;Закупка у единственного поставщика (подрядчика, исполнителя);строительство коробки плавучего причала без надстройки (изделие №8);;;1;строительство коробки плавучего причала без надстройки (изделие №8); 3 100 000.00   ;RUB;;;;;30.11.50: Конструкции плавучие прочие (включая плоты, понтоны, кессоны, дебаркадеры, буи и бакены);30.11.50: Конструкции плавучие прочие (включая плоты, понтоны, кессоны, дебаркадеры, буи и бакены);"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;27.02.2025;27.02.2025;Закупка завершена;;27.02.2025;;
223-ФЗ;№32514811486;Закупка у единственного поставщика (подрядчика, исполнителя);строительство коробки плавучего причала без надстройки, изделие №11;;;1;строительство коробки плавучего причала без надстройки, изделие №11; 3 100 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;05.05.2025;05.05.2025;Закупка завершена;;05.05.2025;;
223-ФЗ;№32514815505;Закупка у единственного поставщика (подрядчика, исполнителя);строительство плавучего причала без надстройки (достройка изделие №1);;;1;строительство плавучего причала без надстройки (достройка изделие №1); 1 700 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СУРГУТСКОЕ СУДОРЕМОНТНОЕ ПРЕДПРИЯТИЕ""";;06.05.2025;06.05.2025;Закупка завершена;;06.05.2025;;
223-ФЗ;№32514886723;Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;ТС. Лодка WELLBOAT-45AU или эквивалент – 1 шт.;;;1;ТС. Лодка WELLBOAT-45AU или эквивалент – 1 шт.; 987 000.00   ;RUB;;;;;"30.12.19: Суда прогулочные или спортивные прочие; лодки гребные, шлюпки и каноэ";"30.12.19: Суда прогулочные или спортивные прочие; лодки гребные, шлюпки и каноэ";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ТОМСК""";;28.05.2025;28.05.2025;Работа комиссии;;28.05.2025;04.06.2025;
223-ФЗ;№32514893454;Конкурс в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;ТС. Лодка Салют 430 PRO или эквивалент – 1 шт.;;;1;ТС. Лодка Салют 430 PRO или эквивалент – 1 шт.; 1 246 560.00   ;RUB;;;;;"30.12.19: Суда прогулочные или спортивные прочие; лодки гребные, шлюпки и каноэ";"30.12.19: Суда прогулочные или спортивные прочие; лодки гребные, шлюпки и каноэ";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ТОМСК""";;29.05.2025;29.05.2025;Работа комиссии;;29.05.2025;06.06.2025;
44-ФЗ;№0163200000325001831;Запрос котировок в электронной форме;(1075-эзк) Водные велосипеды (катамараны), лодки;;'252673206743867250100100440020000244';;; 1 030 200.00   ;RUB;;;;;"30.12.19.130: Лодки гребные; 30.12.19.110: Суда прогулочные прочие";"30.12.19.130: Лодки гребные; 30.12.19.110: Суда прогулочные прочие";"СМОЛЕНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""СОЦИАЛЬНО-ОЗДОРОВИТЕЛЬНЫЙ ЦЕНТР ""ГОЛОЕВКА""";ГЛАВНОЕ УПРАВЛЕНИЕ СМОЛЕНСКОЙ ОБЛАСТИ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ;04.04.2025;15.04.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;04.04.2025;11.04.2025;
44-ФЗ;№0131200001025002492;Электронный аукцион;2025-02681 Приобретение спортивного оборудования (Спортивный парусный снаряд, площадь паруса до 6 кв.м. (Швертбот класса ILCA 6 в полной гоночной комплектации));;'252366101879636630100100240013012244';;; 1 400 000.00   ;RUB;;;;;30.12.11.120: Суда парусные спортивные со вспомогательным двигателем или без него;30.12.11.120: Суда парусные спортивные со вспомогательным двигателем или без него;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ВОДНЫХ ВИДОВ СПОРТА""";МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ;03.04.2025;14.04.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;03.04.2025;11.04.2025;
44-ФЗ;№0131200001025002520;Электронный аукцион;2025-02721 = Приобретение спортивного оборудования (Спортивный парусный снаряд, площадь паруса до 22 кв.м. (Швертбот класса «420» в полной гоночной комплектации));;'252366101879636630100100230013012244';;; 2 500 000.00   ;RUB;;;;;30.12.11.120: Суда парусные спортивные со вспомогательным двигателем или без него;30.12.11.120: Суда парусные спортивные со вспомогательным двигателем или без него;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ВОДНЫХ ВИДОВ СПОРТА""";МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ;03.04.2025;15.04.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;03.04.2025;11.04.2025;
44-ФЗ;№0131200001025002707;Электронный аукцион;2025-02805 Приобретение спортивного оборудования (Катер с мотором (Лодка комбинированная класса РИБ с подвесным лодочным мотором 60 л.с. 1 комплект));;'252366101879636630100100220013012244';;; 955 000.00   ;RUB;;;;;30.12.19.120: Суда спортивные прочие;30.12.19.120: Суда спортивные прочие;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ВОДНЫХ ВИДОВ СПОРТА""";МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ;10.04.2025;21.04.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;10.04.2025;18.04.2025;
44-ФЗ;№0131200001025004235;Запрос котировок в электронной форме;2025-04541 - Поставка моторной лодки в комплекте с лодочным мотором, прицепом и мягким кормовым диваном;;'252366230725436650100100190010000244';;; 1 466 600.00   ;RUB;;;;;"30.12.1: Суда прогулочные и спортивные; 31.09.12.110: Диваны, софы, кушетки с деревянным каркасом, трансформируемые в кровати; 29.20.23.111: Прицепы и полуприцепы, технически допустимая максимальная масса которых не более 0,75 т; 28.11.11.000: Двигатели лодочные подвесные";"30.12.10.000-00000001: Суда прогулочные и спортивные; 28.11.11.000-00000001: Двигатель лодочный подвесной; 29.20.23.110-00000013: Прицеп; 31.09.12.110-00000004: Диван";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ДИРЕКЦИЯ ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЙ""";МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ;29.05.2025;16.06.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;29.05.2025;06.06.2025;
44-ФЗ;№0131200001025005012;Запрос котировок в электронной форме;2025-05335 - Поставка байдарок и каноэ;;'252366303638136630100100050023012244';;; 1 780 100.00   ;RUB;;;;;30.12.19.130: Лодки гребные;30.12.19.130-00000003: Лодка гребная;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА №6""";МИНИСТЕРСТВО ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК ВОРОНЕЖСКОЙ ОБЛАСТИ;24.06.2025;24.06.2025;Подача заявок;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;24.06.2025;02.07.2025;
44-ФЗ;№0339300289625000030;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Автономный необитаемый подводный аппарат;;'253421713058842170100100120300000244';;; 1 122 666.67   ;RUB;;;;;30.11.33.190: Суда прочие;30.11.33.190-00000012: Автономный необитаемый подводный аппарат;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ЗАЩИТЕ НАСЕЛЕНИЯ И ТЕРРИТОРИИ"" ГОРОДА НОВОКУЗНЕЦКА";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО ЗАЩИТЕ НАСЕЛЕНИЯ И ТЕРРИТОРИИ"" ГОРОДА НОВОКУЗНЕЦКА";19.06.2025;19.06.2025;Определение поставщика завершено;;;;
44-ФЗ;№0320100003925000004;Электронный аукцион;Алюминиевая плоскодонная моторная лодка под румпельное управление;;'251251700830625170100100300013011244';;; 1 060 000.00   ;RUB;;;;;30.11.33.190: Суда прочие;30.11.33.190-00000003: Катер (мотолодка);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ПАРК ""УДЭГЕЙСКАЯ ЛЕГЕНДА""";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ПАРК ""УДЭГЕЙСКАЯ ЛЕГЕНДА""";30.04.2025;13.05.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;30.04.2025;12.05.2025;
44-ФЗ;№0358200020425000001;Электронный аукцион;Байдарка одиночка;;'252614001587261400100100180013012244';;; 1 530 000.00   ;RUB;;;;;30.12.19.130: Лодки гребные;"30.12.19.130-00000006: Лодка гребная; 30.12.19.130-00000003: Лодка гребная";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ РОСТОВСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 9""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ РОСТОВСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 9""";21.02.2025;04.03.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;21.02.2025;03.03.2025;
44-ФЗ;№0358200005425000001;Электронный аукцион;Байдарка одиночка (гоночная) размеры M, ML, L;;'252615405788061540100100600013012244';;; 2 735 100.00   ;RUB;;;;;30.12.19.130: Лодки гребные;30.12.19.130: Лодки гребные;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ РОСТОВСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 3""";"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ РОСТОВСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 3""";10.04.2025;21.04.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;10.04.2025;18.04.2025;
44-ФЗ;№0169300000325000385;Электронный аукцион;Байдарка одиночка К-1;;'253744503726274550100100510013012244';;; 860 000.00   ;RUB;;;;;30.12.19.130: Лодки гребные;30.12.19.130: Лодки гребные;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ""УМКА"" ГОРОДА МАГНИТОГОРСКА";АДМИНИСТРАЦИЯ ГОРОДА МАГНИТОГОРСКА;03.03.2025;13.03.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;03.03.2025;12.03.2025;
44-ФЗ;№0140300024825000010;Запрос котировок в электронной форме;Выполнение работ на изготовление понтона катамаранного типа для моста (наплавного) через реку Кильмезь на автомобильной дороге (Кильмезь-Селино)-Чернушка;;'253431000124143100100100160013011244';;; 1 870 000.00   ;RUB;;;;;30.11.50.129: Понтоны прочие;30.11.50.129: Понтоны прочие;АДМИНИСТРАЦИЯ КИЛЬМЕЗСКОГО РАЙОНА КИРОВСКОЙ ОБЛАСТИ;АДМИНИСТРАЦИЯ КИЛЬМЕЗСКОГО РАЙОНА КИРОВСКОЙ ОБЛАСТИ;14.04.2025;21.04.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;14.04.2025;21.04.2025;
44-ФЗ;№0372200084225000024;Электронный аукцион;Закупка и поставка спасательного маломерного моторного судна  с прицепом для обеспечения деятельности Санкт-Петербургского государственного казенного учреждения «Поисково-спасательная служба Санкт-Петербурга»;;'252780548181478050100100490023012244';;; 28 588 666.67   ;RUB;;;;;30.12.19.120: Суда спортивные прочие;30.12.19.120: Суда спортивные прочие;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОИСКОВО-СПАСАТЕЛЬНАЯ СЛУЖБА САНКТ-ПЕТЕРБУРГА""";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПОИСКОВО-СПАСАТЕЛЬНАЯ СЛУЖБА САНКТ-ПЕТЕРБУРГА""";09.06.2025;17.06.2025;Определение поставщика завершено;;09.06.2025;17.06.2025;
44-ФЗ;№0130600040525000061;Электронный аукцион;Изготовление и установка деревянного плота по адресу: г. Бабаево, ул. Кирова, д.75;;'253350100917635010100100200023011244';;; 58 919.76   ;RUB;;;;;30.11.50.110: Плоты;30.11.50.110: Плоты;УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА АДМИНИСТРАЦИИ БАБАЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ВОЛОГОДСКОЙ ОБЛАСТИ;АДМИНИСТРАЦИЯ БАБАЕВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ВОЛОГОДСКОЙ ОБЛАСТИ;02.04.2025;10.04.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;02.04.2025;10.04.2025;
44-ФЗ;№0860200000825000126;Электронный аукцион;Каноэ двойка;;'252645503673164490100100230013012244';;; 545 000.00   ;RUB;;;;;30.12.19.150: Каноэ;30.12.19.150: Каноэ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ САРАТОВСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ПО ГРЕБЛЕ НА БАЙДАРКАХ И КАНОЭ""";"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""ГОСУДАРСТВЕННОЕ АГЕНТСТВО ПО ЦЕНТРАЛИЗАЦИИ ЗАКУПОК""";05.02.2025;17.02.2025;Определение поставщика завершено;Преимущество в соответствии с ч. 3 ст. 30 Закона № 44-ФЗ;05.02.2025;13.02.2025;
